Unnamed: 0,ex_name,subject_id,reference,sample_a,sample_b,answer_timbre,answer_rhythm,answer_melody,answer_total,choice_time
4063,ex202404,subject93,set25/2/bass/X_2014-34.wav,set25/2/bass/Y_2014-37.wav,set25/2/bass/C_1898-27.wav,A-,A+,A+,A+,21900
4064,ex202404,subject93,set25/1/piano/X_1965-38.wav,set25/1/piano/C_2061-41.wav,set25/1/piano/Y_1965-17.wav,B-,B+,B+,B+,22268
4067,ex202404,subject93,set25/0/guitar/X_2031-33.wav,set25/0/guitar/Y_2031-52.wav,set25/0/guitar/C_1993-26.wav,A-,A+,A+,A+,18831
4068,ex202404,subject93,set25/1/drums/X_1965-43.wav,set25/1/drums/Y_1965-41.wav,set25/1/drums/C_2061-35.wav,A+,A+,NA,A+,21063
4070,ex202404,subject93,set25/1/bass/X_1965-34.wav,set25/1/bass/Y_1965-7.wav,set25/1/bass/C_2061-41.wav,A+,A+,A-,A+,18305
4071,ex202404,subject93,set25/2/guitar/X_2014-8.wav,set25/2/guitar/C_1898-44.wav,set25/2/guitar/Y_2014-41.wav,B+,B+,B+,B+,18944
4072,ex202404,subject93,set25/3/bass/X_2002-21.wav,set25/3/bass/C_2004-16.wav,set25/3/bass/Y_2002-49.wav,B-,B-,B-,B-,19488
4074,ex202404,subject93,set25/2/residuals/X_2014-45.wav,set25/2/residuals/Y_2014-27.wav,set25/2/residuals/C_1898-14.wav,A+,A+,A+,A+,18129
4078,ex202404,subject93,set25/3/piano/X_2002-8.wav,set25/3/piano/Y_2002-48.wav,set25/3/piano/C_2004-21.wav,A-,A-,A-,A-,18270
4079,ex202404,subject93,set25/3/residuals/X_2002-48.wav,set25/3/residuals/C_2004-30.wav,set25/3/residuals/Y_2002-40.wav,B+,B-,B-,B-,25456
4081,ex202404,subject93,set25/3/guitar/X_2002-15.wav,set25/3/guitar/C_2004-37.wav,set25/3/guitar/Y_2002-8.wav,B-,B-,B-,B-,24306
4082,ex202404,subject93,set25/0/drums/X_2031-36.wav,set25/0/drums/C_1993-9.wav,set25/0/drums/Y_2031-41.wav,A-,A-,NA,A-,23166
4083,ex202404,subject94,set46/3/bass/X_2093-25.wav,set46/3/bass/Y_2093-27.wav,set46/3/bass/C_1950-41.wav,A+,A+,A-,A-,97849
4088,ex202404,subject94,set46/2/bass/X_1928-33.wav,set46/2/bass/Y_1928-23.wav,set46/2/bass/C_1902-19.wav,A+,B-,B-,B-,63632
4089,ex202404,subject94,set46/0/residuals/X_1972-31.wav,set46/0/residuals/Y_1972-7.wav,set46/0/residuals/C_1968-16.wav,A-,A-,A+,A-,46139
4092,ex202404,subject94,set46/3/guitar/X_2093-36.wav,set46/3/guitar/C_1950-37.wav,set46/3/guitar/Y_2093-6.wav,B-,B+,B-,B-,33056
4093,ex202404,subject94,set46/0/guitar/X_1972-18.wav,set46/0/guitar/Y_1972-54.wav,set46/0/guitar/C_1968-14.wav,A+,B-,A-,A+,39416
4096,ex202404,subject94,set46/2/piano/X_1928-29.wav,set46/2/piano/C_1902-26.wav,set46/2/piano/Y_1928-9.wav,B+,B+,B-,B+,36171
4099,ex202404,subject94,set46/0/drums/X_1972-36.wav,set46/0/drums/Y_1972-27.wav,set46/0/drums/C_1968-27.wav,A+,B-,A-,A-,48934
4100,ex202404,subject94,set46/3/residuals/X_2093-7.wav,set46/3/residuals/Y_2093-43.wav,set46/3/residuals/C_1950-41.wav,A-,A+,A+,A+,34566
4102,ex202404,subject94,set46/2/drums/X_1928-35.wav,set46/2/drums/Y_1928-6.wav,set46/2/drums/C_1902-41.wav,A+,A+,A+,A+,41274
4103,ex202404,subject94,set46/1/residuals/X_2082-21.wav,set46/1/residuals/Y_2082-33.wav,set46/1/residuals/C_2030-38.wav,A+,A-,B-,A-,40148
4106,ex202404,subject94,set46/0/piano/X_1972-59.wav,set46/0/piano/C_1968-13.wav,set46/0/piano/Y_1972-32.wav,B+,A-,A+,A-,54762
4108,ex202404,subject94,set46/3/drums/X_2093-20.wav,set46/3/drums/Y_2093-2.wav,set46/3/drums/C_1950-37.wav,A+,A+,A+,A+,21696
4109,ex202404,subject94,set46/2/guitar/X_1928-30.wav,set46/2/guitar/C_1902-15.wav,set46/2/guitar/Y_1928-13.wav,A+,A+,B-,A+,65212
4111,ex202404,subject94,set46/1/bass/X_2082-29.wav,set46/1/bass/C_2030-42.wav,set46/1/bass/Y_2082-8.wav,B+,B-,B-,B-,46570
4112,ex202404,subject94,set46/0/bass/X_1972-34.wav,set46/0/bass/Y_1972-22.wav,set46/0/bass/C_1968-3.wav,A+,A+,A-,A+,29454
4115,ex202404,subject94,set46/2/residuals/X_1928-37.wav,set46/2/residuals/Y_1928-2.wav,set46/2/residuals/C_1902-35.wav,A+,A+,A-,A+,32950
4117,ex202404,subject94,set46/1/piano/X_2082-34.wav,set46/1/piano/Y_2082-19.wav,set46/1/piano/C_2030-66.wav,A+,A+,A-,A+,43101
4119,ex202404,subject94,set46/3/piano/X_2093-44.wav,set46/3/piano/C_1950-28.wav,set46/3/piano/Y_2093-35.wav,B-,A-,A-,A-,34309
4123,ex202404,subject94,set46/1/guitar/X_2082-4.wav,set46/1/guitar/C_2030-43.wav,set46/1/guitar/Y_2082-3.wav,B+,B+,B-,B+,58824
4124,ex202404,subject94,set46/1/drums/X_2082-14.wav,set46/1/drums/Y_2082-11.wav,set46/1/drums/C_2030-16.wav,A+,A+,A+,A+,20114
4125,ex202404,subject95,set55/3/bass/X_2000-17.wav,set55/3/bass/Y_2000-20.wav,set55/3/bass/C_2045-39.wav,NA,B-,A-,A-,156143
4129,ex202404,subject95,set55/3/piano/X_2000-3.wav,set55/3/piano/Y_2000-27.wav,set55/3/piano/C_2045-34.wav,A+,A+,A-,A+,35700
4132,ex202404,subject95,set55/1/piano/X_1962-42.wav,set55/1/piano/Y_1962-48.wav,set55/1/piano/C_1888-54.wav,A+,A+,A-,A+,83958
4135,ex202404,subject95,set55/0/guitar/X_2051-17.wav,set55/0/guitar/C_2054-44.wav,set55/0/guitar/Y_2051-40.wav,A-,B-,B-,B-,74767
4136,ex202404,subject95,set55/2/residuals/X_1975-12.wav,set55/2/residuals/Y_1975-25.wav,set55/2/residuals/C_2002-53.wav,A+,A-,A-,A+,22672
4139,ex202404,subject95,set55/2/bass/X_1975-48.wav,set55/2/bass/Y_1975-8.wav,set55/2/bass/C_2002-18.wav,A-,NA,A-,A-,60947
4141,ex202404,subject95,set55/1/drums/X_1962-35.wav,set55/1/drums/C_1888-44.wav,set55/1/drums/Y_1962-41.wav,B-,B+,B+,B+,31641
4142,ex202404,subject95,set55/0/bass/X_2051-24.wav,set55/0/bass/C_2054-9.wav,set55/0/bass/Y_2051-23.wav,B-,B-,B+,B-,33095
4143,ex202404,subject95,set55/3/guitar/X_2000-31.wav,set55/3/guitar/C_2045-7.wav,set55/3/guitar/Y_2000-14.wav,B+,A-,A-,A-,25067
4146,ex202404,subject95,set55/2/piano/X_1975-28.wav,set55/2/piano/C_2002-15.wav,set55/2/piano/Y_1975-16.wav,B-,B-,B+,B-,35606
4147,ex202404,subject95,set55/2/guitar/X_1975-8.wav,set55/2/guitar/C_2002-18.wav,set55/2/guitar/Y_1975-33.wav,NA,A-,A-,A-,54115
4148,ex202404,subject95,set55/3/residuals/X_2000-30.wav,set55/3/residuals/Y_2000-31.wav,set55/3/residuals/C_2045-36.wav,A+,A+,A+,A+,18985
4151,ex202404,subject95,set55/0/piano/X_2051-20.wav,set55/0/piano/Y_2051-36.wav,set55/0/piano/C_2054-18.wav,A-,B-,B-,B-,31042
4152,ex202404,subject95,set55/3/drums/X_2000-17.wav,set55/3/drums/C_2045-29.wav,set55/3/drums/Y_2000-7.wav,A+,A+,A+,A+,38044
4153,ex202404,subject95,set55/0/residuals/X_2051-12.wav,set55/0/residuals/C_2054-13.wav,set55/0/residuals/Y_2051-13.wav,B+,A-,B-,B-,57513
4154,ex202404,subject95,set55/1/guitar/X_1962-13.wav,set55/1/guitar/Y_1962-46.wav,set55/1/guitar/C_1888-46.wav,A+,A+,A+,A+,18393
4156,ex202404,subject95,set55/1/bass/X_1962-27.wav,set55/1/bass/C_1888-16.wav,set55/1/bass/Y_1962-6.wav,B+,B+,B+,B+,44581
4159,ex202404,subject95,set55/1/residuals/X_1962-30.wav,set55/1/residuals/C_1888-39.wav,set55/1/residuals/Y_1962-36.wav,B+,B+,B+,B+,19364
4160,ex202404,subject95,set55/2/drums/X_1975-20.wav,set55/2/drums/Y_1975-21.wav,set55/2/drums/C_2002-42.wav,A+,A+,A+,A+,20983
4164,ex202404,subject95,set55/0/drums/X_2051-27.wav,set55/0/drums/C_2054-38.wav,set55/0/drums/Y_2051-10.wav,B+,B+,B+,B+,30215
4167,ex202404,subject96,set53/0/drums/X_1957-12.wav,set53/0/drums/Y_1957-17.wav,set53/0/drums/C_1927-31.wav,B-,A+,NA,A-,104683
4170,ex202404,subject96,set53/3/piano/X_1981-18.wav,set53/3/piano/C_2093-42.wav,set53/3/piano/Y_1981-3.wav,A+,A+,A+,A+,47158
4172,ex202404,subject96,set53/1/residuals/X_2045-13.wav,set53/1/residuals/C_1975-30.wav,set53/1/residuals/Y_2045-16.wav,B+,B-,B-,B-,51428
4173,ex202404,subject96,set53/0/guitar/X_1957-85.wav,set53/0/guitar/Y_1957-18.wav,set53/0/guitar/C_1927-33.wav,A+,A-,A-,A-,38552
4179,ex202404,subject96,set53/0/bass/X_1957-14.wav,set53/0/bass/C_1927-25.wav,set53/0/bass/Y_1957-2.wav,B+,B-,B-,B-,71708
4181,ex202404,subject96,set53/2/guitar/X_2088-14.wav,set53/2/guitar/C_1951-2.wav,set53/2/guitar/Y_2088-16.wav,B+,B+,B-,B+,41279
4183,ex202404,subject96,set53/2/residuals/X_2088-42.wav,set53/2/residuals/C_1951-23.wav,set53/2/residuals/Y_2088-3.wav,B+,B-,B-,B-,34858
4188,ex202404,subject96,set53/0/residuals/X_1957-60.wav,set53/0/residuals/C_1927-19.wav,set53/0/residuals/Y_1957-4.wav,B+,B-,B-,B-,45254
4191,ex202404,subject96,set53/1/guitar/X_2045-51.wav,set53/1/guitar/C_1975-35.wav,set53/1/guitar/Y_2045-7.wav,B-,B-,B-,B-,90115
4193,ex202404,subject96,set53/1/bass/X_2045-48.wav,set53/1/bass/C_1975-38.wav,set53/1/bass/Y_2045-50.wav,B-,B+,B-,B-,41911
4195,ex202404,subject96,set53/3/residuals/X_1981-40.wav,set53/3/residuals/Y_1981-18.wav,set53/3/residuals/C_2093-2.wav,A+,A-,A-,A+,41446
4196,ex202404,subject96,set53/1/piano/X_2045-34.wav,set53/1/piano/C_1975-35.wav,set53/1/piano/Y_2045-4.wav,A-,A-,B-,A-,45072
4198,ex202404,subject96,set53/3/drums/X_1981-8.wav,set53/3/drums/Y_1981-7.wav,set53/3/drums/C_2093-2.wav,A+,A+,NA,A+,36542
4199,ex202404,subject96,set53/0/piano/X_1957-46.wav,set53/0/piano/C_1927-29.wav,set53/0/piano/Y_1957-36.wav,B+,B+,B-,B+,52486
4200,ex202404,subject96,set53/2/drums/X_2088-12.wav,set53/2/drums/C_1951-3.wav,set53/2/drums/Y_2088-38.wav,B+,B+,NA,B+,36405
4201,ex202404,subject96,set53/1/drums/X_2045-50.wav,set53/1/drums/Y_2045-48.wav,set53/1/drums/C_1975-45.wav,A+,A+,NA,A+,23247
4202,ex202404,subject96,set53/3/guitar/X_1981-32.wav,set53/3/guitar/Y_1981-13.wav,set53/3/guitar/C_2093-3.wav,A-,A-,A-,A-,36434
4205,ex202404,subject96,set53/2/piano/X_2088-18.wav,set53/2/piano/C_1951-18.wav,set53/2/piano/Y_2088-36.wav,B-,B-,B-,B-,58892
4206,ex202404,subject96,set53/3/bass/X_1981-51.wav,set53/3/bass/C_2093-40.wav,set53/3/bass/Y_1981-36.wav,B+,B-,B-,B-,28552
4208,ex202404,subject96,set53/2/bass/X_2088-40.wav,set53/2/bass/Y_2088-8.wav,set53/2/bass/C_1951-24.wav,A+,A-,A-,A-,27921
4209,ex202404,subject97,set39/0/guitar/X_1936-34.wav,set39/0/guitar/C_1948-33.wav,set39/0/guitar/Y_1936-42.wav,B+,A-,A-,B-,65558
4210,ex202404,subject97,set39/2/residuals/X_1962-36.wav,set39/2/residuals/C_1931-32.wav,set39/2/residuals/Y_1962-16.wav,B-,A-,A-,A-,25012
4212,ex202404,subject97,set39/2/drums/X_1962-7.wav,set39/2/drums/C_1931-5.wav,set39/2/drums/Y_1962-46.wav,B+,B+,B+,B+,18409
4213,ex202404,subject97,set39/2/bass/X_1962-43.wav,set39/2/bass/Y_1962-23.wav,set39/2/bass/C_1931-15.wav,A-,A-,A-,A-,17276
4214,ex202404,subject97,set39/1/guitar/X_1993-6.wav,set39/1/guitar/Y_1993-25.wav,set39/1/guitar/C_2003-3.wav,A+,A+,A+,A+,17882
4216,ex202404,subject97,set39/0/bass/X_1936-6.wav,set39/0/bass/Y_1936-48.wav,set39/0/bass/C_1948-14.wav,A-,B-,A-,A-,19963
4217,ex202404,subject97,set39/3/piano/X_1935-26.wav,set39/3/piano/Y_1935-36.wav,set39/3/piano/C_2079-9.wav,A+,B-,A-,A-,19512
4220,ex202404,subject97,set39/1/piano/X_1993-4.wav,set39/1/piano/C_2003-32.wav,set39/1/piano/Y_1993-25.wav,B+,B-,B-,B-,17720
4222,ex202404,subject97,set39/3/bass/X_1935-36.wav,set39/3/bass/C_2079-14.wav,set39/3/bass/Y_1935-32.wav,B+,B+,B+,B+,15385
4225,ex202404,subject97,set39/1/drums/X_1993-6.wav,set39/1/drums/C_2003-45.wav,set39/1/drums/Y_1993-28.wav,B+,B+,B+,B+,17956
4229,ex202404,subject97,set39/1/bass/X_1993-54.wav,set39/1/bass/Y_1993-45.wav,set39/1/bass/C_2003-12.wav,A-,B-,A-,A-,19282
4232,ex202404,subject97,set39/3/drums/X_1935-19.wav,set39/3/drums/C_2079-33.wav,set39/3/drums/Y_1935-27.wav,B+,B+,B+,B+,15760
4233,ex202404,subject97,set39/1/residuals/X_1993-20.wav,set39/1/residuals/Y_1993-65.wav,set39/1/residuals/C_2003-14.wav,B+,B-,B-,B-,18798
4234,ex202404,subject97,set39/2/guitar/X_1962-20.wav,set39/2/guitar/Y_1962-15.wav,set39/2/guitar/C_1931-19.wav,A+,B-,A-,A-,17015
4235,ex202404,subject97,set39/0/drums/X_1936-36.wav,set39/0/drums/Y_1936-47.wav,set39/0/drums/C_1948-25.wav,A-,A-,A-,A-,17980
4242,ex202404,subject97,set39/0/residuals/X_1936-23.wav,set39/0/residuals/Y_1936-40.wav,set39/0/residuals/C_1948-40.wav,A-,B-,B-,B-,16952
4243,ex202404,subject97,set39/0/piano/X_1936-18.wav,set39/0/piano/Y_1936-25.wav,set39/0/piano/C_1948-18.wav,A-,A-,A-,A-,17048
4245,ex202404,subject98,set51/0/drums/X_1880-29.wav,set51/0/drums/Y_1880-44.wav,set51/0/drums/C_1913-64.wav,A-,A+,A+,A+,147586
4247,ex202404,subject98,set51/0/piano/X_1880-25.wav,set51/0/piano/C_1913-48.wav,set51/0/piano/Y_1880-45.wav,B-,B+,A-,B-,82954
4249,ex202404,subject98,set51/2/bass/X_1959-14.wav,set51/2/bass/C_1993-51.wav,set51/2/bass/Y_1959-15.wav,B+,B-,B+,B+,65214
4250,ex202404,subject98,set51/3/residuals/X_2096-5.wav,set51/3/residuals/C_1947-22.wav,set51/3/residuals/Y_2096-25.wav,A-,B-,B-,B-,72443
4252,ex202404,subject98,set51/2/drums/X_1959-10.wav,set51/2/drums/Y_1959-12.wav,set51/2/drums/C_1993-3.wav,A+,B-,B-,B-,68334
4253,ex202404,subject98,set51/1/bass/X_1949-19.wav,set51/1/bass/Y_1949-18.wav,set51/1/bass/C_1913-52.wav,A+,A-,A+,A+,59490
4254,ex202404,subject98,set51/3/bass/X_2096-5.wav,set51/3/bass/C_1947-3.wav,set51/3/bass/Y_2096-30.wav,B-,B-,A-,B-,63945
4255,ex202404,subject98,set51/3/piano/X_2096-20.wav,set51/3/piano/C_1947-28.wav,set51/3/piano/Y_2096-5.wav,B+,A-,B-,B-,59333
4258,ex202404,subject98,set51/3/drums/X_2096-12.wav,set51/3/drums/Y_2096-27.wav,set51/3/drums/C_1947-11.wav,A-,A+,A+,A+,50605
4259,ex202404,subject98,set51/1/drums/X_1949-48.wav,set51/1/drums/Y_1949-47.wav,set51/1/drums/C_1913-21.wav,A+,A+,A+,A+,34819
4260,ex202404,subject98,set51/1/guitar/X_1949-28.wav,set51/1/guitar/C_1913-32.wav,set51/1/guitar/Y_1949-34.wav,B+,B-,B+,B+,42938
4261,ex202404,subject98,set51/0/residuals/X_1880-24.wav,set51/0/residuals/C_1913-24.wav,set51/0/residuals/Y_1880-18.wav,B+,B-,NA,B-,62384
4262,ex202404,subject98,set51/1/residuals/X_1949-44.wav,set51/1/residuals/Y_1949-47.wav,set51/1/residuals/C_1913-18.wav,A+,A+,A-,A+,36927
4266,ex202404,subject98,set51/0/guitar/X_1880-35.wav,set51/0/guitar/Y_1880-41.wav,set51/0/guitar/C_1913-12.wav,A+,A-,B-,A-,35656
4267,ex202404,subject98,set51/2/guitar/X_1959-22.wav,set51/2/guitar/Y_1959-48.wav,set51/2/guitar/C_1993-29.wav,A-,A-,B-,A-,34323
4272,ex202404,subject98,set51/3/guitar/X_2096-24.wav,set51/3/guitar/C_1947-73.wav,set51/3/guitar/Y_2096-3.wav,B-,A-,A-,A-,28739
4275,ex202404,subject98,set51/0/bass/X_1880-38.wav,set51/0/bass/Y_1880-6.wav,set51/0/bass/C_1913-42.wav,A+,A-,A+,A+,38287
4277,ex202404,subject98,set51/2/piano/X_1959-47.wav,set51/2/piano/Y_1959-46.wav,set51/2/piano/C_1993-65.wav,A+,A-,A+,A+,27763
4280,ex202404,subject98,set51/2/residuals/X_1959-21.wav,set51/2/residuals/C_1993-67.wav,set51/2/residuals/Y_1959-18.wav,B+,B-,B+,B+,44801
4284,ex202404,subject98,set51/1/piano/X_1949-32.wav,set51/1/piano/Y_1949-14.wav,set51/1/piano/C_1913-61.wav,A+,NA,A+,A-,41105
4288,ex202404,subject99,set30/0/piano/X_2084-17.wav,set30/0/piano/C_1904-4.wav,set30/0/piano/Y_2084-7.wav,B-,B+,B+,B+,23221
4291,ex202404,subject99,set30/2/piano/X_1949-42.wav,set30/2/piano/Y_1949-38.wav,set30/2/piano/C_1994-9.wav,A+,B-,A+,A-,23135
4293,ex202404,subject99,set30/0/bass/X_2084-32.wav,set30/0/bass/Y_2084-33.wav,set30/0/bass/C_1904-14.wav,A-,B-,A+,A-,22196
4294,ex202404,subject99,set30/0/residuals/X_2084-5.wav,set30/0/residuals/Y_2084-21.wav,set30/0/residuals/C_1904-16.wav,A+,A-,A-,A-,29777
4297,ex202404,subject99,set30/1/guitar/X_1965-4.wav,set30/1/guitar/C_2019-15.wav,set30/1/guitar/Y_1965-3.wav,B+,B+,B+,B+,22361
4299,ex202404,subject99,set30/2/guitar/X_1949-40.wav,set30/2/guitar/C_1994-10.wav,set30/2/guitar/Y_1949-34.wav,B+,B-,B+,B+,24707
4301,ex202404,subject99,set30/1/residuals/X_1965-16.wav,set30/1/residuals/C_2019-46.wav,set30/1/residuals/Y_1965-36.wav,B+,B-,B-,B-,23741
4302,ex202404,subject99,set30/1/piano/X_1965-11.wav,set30/1/piano/Y_1965-20.wav,set30/1/piano/C_2019-10.wav,NA,A-,B-,A-,23745
4303,ex202404,subject99,set30/2/bass/X_1949-47.wav,set30/2/bass/Y_1949-17.wav,set30/2/bass/C_1994-14.wav,A+,A+,A+,A+,19731
4308,ex202404,subject99,set30/3/piano/X_1975-31.wav,set30/3/piano/Y_1975-33.wav,set30/3/piano/C_2023-30.wav,A+,B-,A-,A-,25617
4309,ex202404,subject99,set30/2/drums/X_1949-20.wav,set30/2/drums/Y_1949-4.wav,set30/2/drums/C_1994-38.wav,NA,A+,A-,A+,30056
4310,ex202404,subject99,set30/2/residuals/X_1949-47.wav,set30/2/residuals/Y_1949-46.wav,set30/2/residuals/C_1994-19.wav,A+,A+,A+,A+,23091
4311,ex202404,subject99,set30/3/residuals/X_1975-37.wav,set30/3/residuals/C_2023-33.wav,set30/3/residuals/Y_1975-34.wav,NA,B-,NA,B-,29662
4314,ex202404,subject99,set30/3/guitar/X_1975-33.wav,set30/3/guitar/Y_1975-34.wav,set30/3/guitar/C_2023-17.wav,A+,A-,A+,A+,25211
4315,ex202404,subject99,set30/0/drums/X_2084-16.wav,set30/0/drums/Y_2084-44.wav,set30/0/drums/C_1904-34.wav,A-,A-,B-,A-,30483
4316,ex202404,subject99,set30/0/guitar/X_2084-3.wav,set30/0/guitar/Y_2084-28.wav,set30/0/guitar/C_1904-56.wav,A+,A-,A+,A+,26081
4317,ex202404,subject99,set30/1/drums/X_1965-5.wav,set30/1/drums/Y_1965-19.wav,set30/1/drums/C_2019-21.wav,A+,B+,B-,B-,30395
4318,ex202404,subject99,set30/1/bass/X_1965-39.wav,set30/1/bass/Y_1965-8.wav,set30/1/bass/C_2019-25.wav,A+,A+,A+,A+,19823
4322,ex202404,subject99,set30/3/drums/X_1975-45.wav,set30/3/drums/Y_1975-40.wav,set30/3/drums/C_2023-29.wav,A-,A+,A+,A-,26756
4326,ex202404,subject99,set30/3/bass/X_1975-40.wav,set30/3/bass/Y_1975-30.wav,set30/3/bass/C_2023-29.wav,A-,B-,A-,A-,23121
4333,ex202404,subject100,set54/2/guitar/X_1943-36.wav,set54/2/guitar/Y_1943-35.wav,set54/2/guitar/C_1925-5.wav,A+,B+,A+,A+,98989
4336,ex202404,subject100,set54/0/guitar/X_2064-16.wav,set54/0/guitar/C_1977-15.wav,set54/0/guitar/Y_2064-48.wav,B+,A+,A+,B-,70542
4338,ex202404,subject100,set54/0/drums/X_2064-30.wav,set54/0/drums/C_1977-5.wav,set54/0/drums/Y_2064-28.wav,B+,B+,NA,B+,46035
4340,ex202404,subject100,set54/3/bass/X_1891-23.wav,set54/3/bass/Y_1891-33.wav,set54/3/bass/C_1913-66.wav,NA,A+,A+,A+,56196
4341,ex202404,subject100,set54/0/piano/X_2064-32.wav,set54/0/piano/Y_2064-33.wav,set54/0/piano/C_1977-42.wav,A+,B+,B-,A-,57701
4342,ex202404,subject100,set54/1/drums/X_1892-18.wav,set54/1/drums/Y_1892-34.wav,set54/1/drums/C_2084-20.wav,NA,A+,NA,A+,42268
4344,ex202404,subject100,set54/3/guitar/X_1891-14.wav,set54/3/guitar/C_1913-44.wav,set54/3/guitar/Y_1891-47.wav,B+,A+,B+,B-,28643
4347,ex202404,subject100,set54/2/residuals/X_1943-9.wav,set54/2/residuals/C_1925-22.wav,set54/2/residuals/Y_1943-26.wav,B+,B+,B+,B+,35226
4351,ex202404,subject100,set54/3/residuals/X_1891-33.wav,set54/3/residuals/Y_1891-26.wav,set54/3/residuals/C_1913-16.wav,NA,NA,A-,A-,30702
4352,ex202404,subject100,set54/1/piano/X_1892-21.wav,set54/1/piano/Y_1892-10.wav,set54/1/piano/C_2084-21.wav,A+,A+,A+,A+,27691
4354,ex202404,subject100,set54/3/piano/X_1891-16.wav,set54/3/piano/C_1913-62.wav,set54/3/piano/Y_1891-17.wav,B+,A+,B-,B-,24985
4356,ex202404,subject100,set54/0/residuals/X_2064-23.wav,set54/0/residuals/C_1977-35.wav,set54/0/residuals/Y_2064-38.wav,B+,B+,B+,B+,27896
4359,ex202404,subject100,set54/2/bass/X_1943-51.wav,set54/2/bass/Y_1943-20.wav,set54/2/bass/C_1925-20.wav,A+,B+,B+,B+,24557
4360,ex202404,subject100,set54/1/guitar/X_1892-5.wav,set54/1/guitar/Y_1892-19.wav,set54/1/guitar/C_2084-54.wav,B-,B-,B-,B-,44832
4362,ex202404,subject100,set54/1/residuals/X_1892-13.wav,set54/1/residuals/Y_1892-32.wav,set54/1/residuals/C_2084-55.wav,A+,A+,A-,A+,22122
4363,ex202404,subject100,set54/2/drums/X_1943-31.wav,set54/2/drums/C_1925-16.wav,set54/2/drums/Y_1943-38.wav,B-,A+,NA,A-,21813
4367,ex202404,subject100,set54/0/bass/X_2064-44.wav,set54/0/bass/Y_2064-10.wav,set54/0/bass/C_1977-45.wav,B-,A+,A+,A+,25321
4368,ex202404,subject100,set54/2/piano/X_1943-50.wav,set54/2/piano/Y_1943-10.wav,set54/2/piano/C_1925-14.wav,A-,B-,A+,A-,22557
4369,ex202404,subject100,set54/3/drums/X_1891-23.wav,set54/3/drums/Y_1891-41.wav,set54/3/drums/C_1913-45.wav,A+,A-,NA,A-,59881
4370,ex202404,subject100,set54/1/bass/X_1892-5.wav,set54/1/bass/Y_1892-33.wav,set54/1/bass/C_2084-36.wav,B-,A-,A+,A+,35583
4372,ex202404,subject101,set17/1/residuals/X_1962-20.wav,set17/1/residuals/Y_1962-43.wav,set17/1/residuals/C_2088-24.wav,A+,A-,A-,A-,34900
4373,ex202404,subject101,set17/0/drums/X_2004-11.wav,set17/0/drums/Y_2004-36.wav,set17/0/drums/C_2074-40.wav,A+,A+,A-,A+,36348
4375,ex202404,subject101,set17/2/piano/X_1928-9.wav,set17/2/piano/C_1948-44.wav,set17/2/piano/Y_1928-36.wav,B+,B-,B-,B-,41206
4376,ex202404,subject101,set17/3/piano/X_1994-38.wav,set17/3/piano/C_1880-43.wav,set17/3/piano/Y_1994-37.wav,B+,B+,B+,B+,29232
4379,ex202404,subject101,set17/1/drums/X_1962-23.wav,set17/1/drums/Y_1962-40.wav,set17/1/drums/C_2088-9.wav,A+,A+,A+,A+,29818
4380,ex202404,subject101,set17/2/residuals/X_1928-13.wav,set17/2/residuals/C_1948-14.wav,set17/2/residuals/Y_1928-28.wav,B+,B+,B+,B+,22922
4385,ex202404,subject101,set17/1/guitar/X_1962-15.wav,set17/1/guitar/C_2088-34.wav,set17/1/guitar/Y_1962-22.wav,B+,B-,NA,B-,29631
4388,ex202404,subject101,set17/0/piano/X_2004-40.wav,set17/0/piano/C_2074-3.wav,set17/0/piano/Y_2004-4.wav,B-,B+,B-,B-,34617
4391,ex202404,subject101,set17/2/drums/X_1928-23.wav,set17/2/drums/Y_1928-22.wav,set17/2/drums/C_1948-20.wav,NA,A+,A+,A+,33899
4393,ex202404,subject101,set17/3/drums/X_1994-16.wav,set17/3/drums/C_1880-41.wav,set17/3/drums/Y_1994-35.wav,B+,B+,B-,B+,30556
4396,ex202404,subject101,set17/1/bass/X_1962-39.wav,set17/1/bass/Y_1962-33.wav,set17/1/bass/C_2088-17.wav,A+,A-,A-,A-,27531
4401,ex202404,subject101,set17/3/residuals/X_1994-28.wav,set17/3/residuals/Y_1994-34.wav,set17/3/residuals/C_1880-10.wav,A+,A+,A-,A+,22698
4403,ex202404,subject101,set17/0/residuals/X_2004-21.wav,set17/0/residuals/Y_2004-34.wav,set17/0/residuals/C_2074-50.wav,A-,NA,A-,A-,42787
4405,ex202404,subject101,set17/3/bass/X_1994-32.wav,set17/3/bass/C_1880-39.wav,set17/3/bass/Y_1994-39.wav,B+,B+,B+,B+,30046
4406,ex202404,subject101,set17/2/bass/X_1928-18.wav,set17/2/bass/C_1948-20.wav,set17/2/bass/Y_1928-34.wav,B+,B-,B-,B-,21731
4407,ex202404,subject101,set17/0/bass/X_2004-11.wav,set17/0/bass/C_2074-27.wav,set17/0/bass/Y_2004-24.wav,B-,A+,A-,A-,53617
4408,ex202404,subject101,set17/0/guitar/X_2004-37.wav,set17/0/guitar/C_2074-52.wav,set17/0/guitar/Y_2004-8.wav,NA,A-,A-,A-,36813
4409,ex202404,subject101,set17/1/piano/X_1962-37.wav,set17/1/piano/C_2088-21.wav,set17/1/piano/Y_1962-18.wav,B+,B+,B+,B+,20380
